42.0656128,-72.6230698
42.374958,-72.508606
42.3695068,-72.5333862
42.1578026,-72.6030655
42.1748276,-72.5762863
42.1945343,-72.5523529
42.2710457,-72.6720886
42.0658569,-72.5093079
42.1706848,-73.0418243
42.3156853,-72.1814575
42.3156853,-72.1814575
42.4545136,-72.8278656
42.2540741,-72.5293579
42.2540741,-72.5293579
42.2540741,-72.5293579
42.2540741,-72.5293579
42.3567581,-72.5720673
42.3763046,-72.6094894
42.2039146,-72.6228867
42.3253326,-72.6361771
42.1746178,-72.3216858
42.4735947,-72.4089813
42.2345886,-72.7208328
42.2387505,-72.5789871
42.2387505,-72.5789871
42.0564652,-72.7650452
42.179821,-72.3654861
42.2129288,-72.2049103
42.1321602,-72.7468719
42.1321602,-72.7468719
42.1321602,-72.7468719
42.1179008,-72.6276855
42.2121391,-72.2397003
42.1322975,-72.431282
42.4010925,-72.9405823
42.1063232,-72.5974121
42.050045,-72.559967
42.4504433,-73.2542954
42.4504433,-73.2542954
42.4494629,-73.2487488
42.6202469,-73.1201858
42.300251,-73.095871
42.300251,-73.095871
42.5609932,-73.151062
42.4729004,-73.1641464
42.1904335,-73.3526993
42.1904335,-73.3526993
42.4289627,-73.0843658
42.4289627,-73.0843658
42.540226,-73.2335587
42.540226,-73.2335587
42.3026161,-73.2429962
42.3669968,-73.2813339
42.3673096,-73.0239487
42.1793633,-73.214119
42.1793633,-73.214119
42.7003441,-73.1024094
42.7003441,-73.1024094
42.1972542,-73.4368668
42.2017403,-73.0939789
42.2017403,-73.0939789
42.3747177,-73.3678055
42.1072502,-73.3577194
42.0824928,-73.2525101
42.2953262,-73.3178406
42.3347473,-73.3729324
42.6978416,-73.2253189
42.6032562,-72.6028748
42.5888252,-72.221962
42.6448898,-72.8689804
42.5459595,-72.6043243
42.6296158,-72.5176315
42.4997826,-72.3308258
42.6963005,-72.4552612
42.6963005,-72.4552612
42.48563,-72.1915817
42.6494446,-72.1545181
42.6002998,-72.7403564
42.4801827,-72.6107864
42.4801827,-72.6107864
42.4537087,-72.5657044
42.6002235,-72.5553055
42.5476685,-72.3972321
42.5803413,-71.8057938
42.6412048,-71.9221954
42.6776695,-71.820549
42.5598564,-71.5763855
42.5388527,-71.6196137
42.5388527,-71.6196137
42.6091423,-72.0752945
42.5732689,-71.9892578
42.6031494,-71.566246
42.4967422,-71.5685501
42.4967422,-71.5685501
42.4967422,-71.5685501
42.4750404,-72.006897
42.5282364,-71.7542725
42.5410461,-71.4757538
42.594696,-71.7260055
42.594696,-71.7260055
42.6668816,-71.5854111
42.6668816,-71.5854111
42.5618553,-71.6569977
42.6028786,-71.6274185
42.6839066,-71.7460251
42.1990738,-71.8441162
42.385273,-71.6413193
42.0176125,-71.5310211
42.2134361,-72.0978775
42.1380539,-71.970108
42.4181709,-71.6826782
42.0754852,-71.7314606
42.0754852,-71.7314606
42.1985397,-71.6890335
42.3375893,-71.8436661
42.4670982,-71.6764984
42.2349129,-71.9166794
42.1991653,-71.7682266
42.3165321,-71.6499252
42.3165321,-71.6499252
42.4574799,-71.8893019
42.4574799,-71.8893019
42.1950493,-71.9053574
42.2841034,-71.7213745
42.2841034,-71.7213745
42.2841034,-71.7213745
42.0717583,-72.0347671
42.2478828,-71.9901657
42.4379463,-71.7547607
42.1089935,-72.0816421
42.0673981,-71.6288681
42.0673981,-71.6288681
42.0673981,-71.6288681
42.0498543,-71.8681717
42.0455055,-71.9095383
42.0455055,-71.9095383
42.2724419,-71.6136246
42.2724419,-71.6136246
42.2724419,-71.6136246
42.1220055,-71.6603165
42.1439476,-71.7337418
